wl,sample11m,sample12m,sample13m,sample14m,sample15m,sample16m,sample17m,sample18m,sample19m,sample20m,sample21m,sample22m,sample23m,sample24m,sample25m,sample26m,sample27m,sample28m,sample29m,sample30m,sample31p,sample32p,sample33p,sample34p,sample35p,sample36p,sample37p,sample38p,sample39f,sample40f,sample41f,sample42f,sample43f,sample44f,sample45f,sample46f,sample47f ,sample48f,sample49f,sample50f,sample51f,sample52f,sample53t,sample54t,sample55t,sample56t,sample57t,sample58t,sample59t,sample60t,sample61t,sample62t,sample63t,sample64t,sample65t,sample66t,sample67t,sample68t,sample69t,sample70t,sample71t,sample72t,sample73t,sample74t,sample75t,sample76t,sample77t,sample78t,sample79t,sample80t,sample81t,sample82t,sample83t
300.032,1.896666667,2.516666667,3.72,3.246666667,3.666666667,3.166666667,3.206666667,3.616666667,2.326666667,1.9,2.906666667,3.503333333,2.506666667,3.055,2.09,2.995,2.0775,3.9,3.305,2.75,2.5,1.486666667,2.94,2.5975,4.046666667,3.084,2.863333333,2.035,3.12,3.253333333,3.36,3.53,4.376666667,3.37,4.17,3.815,3.7175,4.146666667,4.215,3.25,3.956666667,3.616666667,1.64,2.616666667,3.16,2.556666667,3.586666667,3.946666667,2.213333333,4.463333333,3.283333333,4.636666667,2.746666667,3.223333333,0.52,5.983333333,2.266666667,0.943333333,1.443333333,1.076666667,3.95,3.04,2.91,2.1,3.096666667,3.99,7.42,0.986666667,4.453333333,1.113333333,4.09,3.736666667,1.6
300.403,1.883333333,2.523333333,3.766666667,3.266666667,3.696666667,3.176666667,3.236666667,3.626666667,2.356666667,1.97,2.966666667,3.55,2.556666667,3.085,2.1425,3.045,2.1525,3.95,3.37,2.8,2.475,1.463333333,2.92,2.585,4.026666667,3.05,2.84,2,3.136666667,3.296666667,3.375,3.515,4.376666667,3.34,4.183333333,3.83,3.6875,4.103333333,4.19,3.25,3.95,3.633333333,1.64,2.623333333,3.163333333,2.563333333,3.586666667,3.96,2.226666667,4.456666667,3.29,4.656666667,2.753333333,3.233333333,0.53,6.006666667,2.29,0.946666667,1.49,1.083333333,4.01,3.05,2.933333333,2.146666667,3.13,4.013333333,7.42,0.996666667,4.47,1.146666667,4.11,3.76,1.605
300.774,1.93,2.536666667,3.77,3.306666667,3.72,3.203333333,3.27,3.68,2.403333333,2.036,3.03,3.596666667,2.63,3.15,2.195,3.105,2.225,4.02,3.406666667,2.85,2.5025,1.463333333,2.9175,2.5875,4.013333333,3.066,2.816666667,1.9925,3.16,3.336666667,3.42,3.575,4.41,3.333333333,4.216666667,3.8575,3.7,4.156666667,4.2175,3.325,3.99,3.68,1.63,2.62,3.15,2.553333333,3.573333333,3.976666667,2.226666667,4.483333333,3.29,4.656666667,2.766666667,3.23,0.533333333,6.016666667,2.283333333,0.95,1.476666667,1.073333333,4.02,3.066666667,2.906666667,2.133333333,3.126666667,4.006666667,7.39,1.003333333,4.47,1.146666667,4.12,3.776666667,1.59
301.145,1.96,2.536666667,3.756666667,3.346666667,3.766666667,3.26,3.333333333,3.76,2.5,2.064,3.07,3.616666667,2.656666667,3.19,2.2275,3.12,2.2575,4.06,3.426666667,2.906666667,2.5025,1.456666667,2.91,2.59,4.01,3.048,2.79,1.985,3.22,3.38,3.465,3.64,4.473333333,3.326666667,4.216666667,3.8425,3.6775,4.133333333,4.185,3.385,4.03,3.716666667,1.62,2.593333333,3.146666667,2.536666667,3.546666667,3.976666667,2.206666667,4.493333333,3.256666667,4.633333333,2.756666667,3.22,0.51,6.013333333,2.263333333,0.943333333,1.45,1.023333333,4.016666667,3.033333333,2.873333333,2.073333333,3.073333333,3.983333333,7.363333333,0.956666667,4.443333333,1.11,4.086666667,3.74,1.555
301.516,1.95,2.543333333,3.76,3.373333333,3.78,3.286666667,3.36,3.796666667,2.546666667,2.094,3.053333333,3.656666667,2.7,3.2425,2.2575,3.153333333,2.275,4.0875,3.458333333,2.956666667,2.49,1.466666667,2.8975,2.59,4.013333333,3.052,2.773333333,1.99,3.25,3.406666667,3.495,3.615,4.46,3.35,4.24,3.865,3.7325,4.186666667,4.22,3.39,4.04,3.736666667,1.6,2.583333333,3.146666667,2.543333333,3.556666667,3.966666667,2.22,4.493333333,3.24,4.636666667,2.743333333,3.213333333,0.5,5.99,2.253333333,0.946666667,1.443333333,1.013333333,3.983333333,3.03,2.833333333,2.046666667,3.04,3.963333333,7.33,0.933333333,4.44,1.07,4.066666667,3.733333333,1.55
301.887,1.97,2.57,3.763333333,3.353333333,3.766666667,3.256666667,3.316666667,3.823333333,2.533333333,2.11,3.076666667,3.663333333,2.743333333,3.265,2.265,3.175,2.2875,4.1,3.486666667,2.953333333,2.415,1.376666667,2.835,2.5475,3.98,2.982,2.703333333,1.9375,3.246666667,3.386666667,3.48,3.605,4.426666667,3.343333333,4.253333333,3.8575,3.7325,4.18,4.225,3.385,4.03,3.693333333,1.61,2.58,3.14,2.553333333,3.563333333,3.976666667,2.223333333,4.493333333,3.233333333,4.636666667,2.756666667,3.21,0.483333333,5.986666667,2.266666667,0.943333333,1.466666667,1.013333333,3.96,3,2.803333333,2.036666667,3.01,3.98,7.293333333,0.943333333,4.453333333,1.056666667,4.07,3.723333333,1.55
302.258,1.963333333,2.59,3.733333333,3.306666667,3.726666667,3.2,3.256666667,3.813333333,2.543333333,2.164,3.116666667,3.686666667,2.803333333,3.3425,2.3025,3.218333333,2.315,4.1575,3.525,3.006666667,2.36,1.336666667,2.805,2.52,3.94,2.94,2.66,1.9,3.203333333,3.343333333,3.46,3.58,4.386666667,3.336666667,4.253333333,3.865,3.7225,4.17,4.2325,3.335,3.973333333,3.663333333,1.65,2.596666667,3.163333333,2.603333333,3.586666667,4.013333333,2.28,4.52,3.273333333,4.666666667,2.796666667,3.25,0.51,6.02,2.3,0.986666667,1.513333333,1.086666667,3.996666667,3.04,2.86,2.093333333,3.07,4.053333333,7.326666667,1.01,4.51,1.123333333,4.1,3.76,1.6325
302.629,1.946666667,2.603333333,3.73,3.323333333,3.746666667,3.233333333,3.256666667,3.86,2.566666667,2.186,3.106666667,3.7,2.806666667,3.355,2.3225,3.218333333,2.3125,4.1575,3.535,3.016666667,2.42,1.363333333,2.8375,2.555,4.016666667,2.974,2.716666667,1.935,3.206666667,3.353333333,3.47,3.595,4.406666667,3.3,4.203333333,3.8325,3.7025,4.146666667,4.205,3.32,3.983333333,3.673333333,1.62,2.59,3.136666667,2.586666667,3.566666667,4.023333333,2.28,4.52,3.266666667,4.653333333,2.793333333,3.243333333,0.503333333,6.006666667,2.266666667,0.98,1.51,1.086666667,4.006666667,3.03,2.82,2.076666667,3.063333333,4.053333333,7.313333333,1.02,4.516666667,1.1,4.13,3.756666667,1.5975
303,1.94,2.65,3.8,3.38,3.81,3.24,3.276666667,3.89,2.6,2.21,3.103333333,3.73,2.833333333,3.395,2.3475,3.25,2.3425,4.1675,3.54,3.026666667,2.4175,1.36,2.82,2.545,4.006666667,2.936,2.693333333,1.915,3.213333333,3.37,3.535,3.615,4.426666667,3.306666667,4.23,3.8725,3.735,4.183333333,4.2125,3.325,4.026666667,3.676666667,1.62,2.596666667,3.123333333,2.596666667,3.573333333,4.01,2.27,4.533333333,3.246666667,4.663333333,2.79,3.26,0.516666667,6,2.25,0.973333333,1.5,1.116666667,4.026666667,3.036666667,2.813333333,2.066666667,3.053333333,4.02,7.303333333,1,4.536666667,1.08,4.136666667,3.736666667,1.58
303.371,1.896666667,2.64,3.836666667,3.38,3.803333333,3.25,3.26,3.926666667,2.6,2.248,3.12,3.733333333,2.87,3.4175,2.375,3.29,2.3775,4.17,3.56,3.023333333,2.37,1.32,2.7825,2.4825,3.956666667,2.862,2.66,1.8825,3.193333333,3.356666667,3.53,3.63,4.406666667,3.323333333,4.2,3.83,3.6925,4.16,4.19,3.275,4.02,3.666666667,1.65,2.626666667,3.133333333,2.62,3.593333333,4.03,2.276666667,4.54,3.26,4.673333333,2.813333333,3.256666667,0.54,6.013333333,2.256666667,0.993333333,1.556666667,1.17,4.023333333,3.053333333,2.81,2.063333333,3.073333333,4.026666667,7.3,1.023333333,4.553333333,1.053333333,4.16,3.756666667,1.5875
303.742,1.876666667,2.643333333,3.863333333,3.353333333,3.776666667,3.193333333,3.216666667,3.886666667,2.58,2.294,3.173333333,3.783333333,2.906666667,3.475,2.4225,3.313333333,2.395,4.2025,3.586666667,3.076666667,2.365,1.333333333,2.8,2.475,3.943333333,2.878,2.693333333,1.8925,3.143333333,3.34,3.52,3.58,4.356666667,3.316666667,4.226666667,3.8075,3.6875,4.16,4.2075,3.21,3.963333333,3.616666667,1.68,2.65,3.146666667,2.62,3.596666667,4.033333333,2.28,4.54,3.28,4.696666667,2.84,3.263333333,0.546666667,6.033333333,2.263333333,1.013333333,1.55,1.176666667,4.04,3.046666667,2.81,2.07,3.083333333,4.056666667,7.303333333,1.026666667,4.58,1.09,4.17,3.75,1.6025
304.113,1.886666667,2.663333333,3.893333333,3.333333333,3.773333333,3.153333333,3.19,3.9,2.576666667,2.314,3.21,3.786666667,2.91,3.5025,2.4525,3.345,2.39,4.2275,3.618333333,3.086666667,2.3375,1.28,2.7625,2.405,3.88,2.832,2.656666667,1.83,3.133333333,3.32,3.48,3.565,4.333333333,3.306666667,4.216666667,3.7775,3.675,4.126666667,4.195,3.19,3.97,3.553333333,1.67,2.66,3.136666667,2.626666667,3.606666667,4.043333333,2.28,4.513333333,3.28,4.706666667,2.84,3.29,0.536666667,6.033333333,2.253333333,1.02,1.526666667,1.173333333,4.04,3.043333333,2.786666667,2.053333333,3.073333333,4.056666667,7.263333333,1.04,4.57,1.08,4.17,3.75,1.5975
304.484,1.913333333,2.68,3.893333333,3.36,3.766666667,3.17,3.196666667,3.92,2.583333333,2.364,3.216666667,3.813333333,2.963333333,3.5425,2.51,3.363333333,2.4175,4.2675,3.65,3.116666667,2.35,1.296666667,2.7675,2.405,3.906666667,2.844,2.683333333,1.85,3.166666667,3.333333333,3.445,3.535,4.333333333,3.253333333,4.213333333,3.74,3.66,4.083333333,4.13,3.185,3.956666667,3.55,1.65,2.653333333,3.123333333,2.613333333,3.59,4.026666667,2.273333333,4.52,3.263333333,4.703333333,2.813333333,3.27,0.486666667,6.003333333,2.223333333,0.983333333,1.503333333,1.146666667,4.013333333,3.006666667,2.736666667,2,3.003333333,4.023333333,7.226666667,1.003333333,4.51,1.04,4.133333333,3.69,1.5425
304.855,1.873333333,2.633333333,3.826666667,3.396666667,3.8,3.206666667,3.226666667,3.993333333,2.653333333,2.402,3.236666667,3.833333333,2.986666667,3.58,2.5325,3.395,2.4325,4.2925,3.658333333,3.14,2.3625,1.296666667,2.7475,2.4025,3.916666667,2.846,2.663333333,1.855,3.206666667,3.363333333,3.495,3.57,4.363333333,3.26,4.243333333,3.715,3.685,4.093333333,4.1475,3.19,3.993333333,3.58,1.67,2.67,3.126666667,2.61,3.6,4.046666667,2.29,4.523333333,3.273333333,4.716666667,2.8,3.28,0.493333333,6.006666667,2.243333333,1.003333333,1.513333333,1.19,4.04,3.013333333,2.73,2.02,3.016666667,4.06,7.25,1.043333333,4.486666667,1.04,4.16,3.683333333,1.58
305.226,1.866666667,2.64,3.87,3.44,3.82,3.266666667,3.26,4.026666667,2.703333333,2.382,3.203333333,3.793333333,2.976666667,3.53,2.51,3.373333333,2.425,4.295,3.628333333,3.116666667,2.3475,1.316666667,2.775,2.3975,3.92,2.848,2.686666667,1.8225,3.24,3.356666667,3.515,3.565,4.373333333,3.266666667,4.243333333,3.7375,3.6525,4.09,4.125,3.22,4.04,3.6,1.65,2.666666667,3.11,2.596666667,3.586666667,4.05,2.286666667,4.496666667,3.273333333,4.696666667,2.79,3.27,0.473333333,5.993333333,2.246666667,0.97,1.476666667,1.18,3.993333333,2.976666667,2.683333333,1.973333333,3,4.05,7.19,1,4.436666667,1.013333333,4.143333333,3.66,1.5625
305.596,1.84,2.646666667,3.9,3.376666667,3.756666667,3.19,3.2,3.96,2.64,2.376,3.17,3.766666667,2.953333333,3.4925,2.51,3.345,2.4075,4.285,3.593333333,3.133333333,2.325,1.293333333,2.7425,2.39,3.91,2.808,2.693333333,1.8075,3.2,3.27,3.5,3.485,4.326666667,3.273333333,4.236666667,3.76,3.6225,4.09,4.1175,3.19,3.96,3.566666667,1.6,2.676666667,3.106666667,2.603333333,3.58,4.033333333,2.31,4.483333333,3.253333333,4.69,2.79,3.27,0.473333333,5.973333333,2.253333333,0.953333333,1.486666667,1.183333333,4.003333333,2.953333333,2.666666667,1.956666667,3,4.01,7.163333333,1.016666667,4.423333333,1.013333333,4.126666667,3.69,1.5475
305.967,1.83,2.666666667,3.95,3.36,3.72,3.176666667,3.166666667,3.936666667,2.64,2.366,3.15,3.786666667,2.953333333,3.4925,2.5,3.328333333,2.4025,4.265,3.595,3.106666667,2.3425,1.286666667,2.7225,2.4075,3.913333333,2.82,2.676666667,1.8175,3.173333333,3.28,3.495,3.45,4.303333333,3.296666667,4.213333333,3.7725,3.6375,4.066666667,4.0975,3.195,3.943333333,3.57,1.53,2.66,3.106666667,2.603333333,3.553333333,4.023333333,2.29,4.446666667,3.226666667,4.683333333,2.77,3.253333333,0.446666667,5.95,2.22,0.94,1.433333333,1.136666667,3.956666667,2.93,2.626666667,1.91,2.95,3.993333333,7.116666667,0.976666667,4.383333333,0.97,4.086666667,3.71,1.5075
306.338,1.84,2.66,3.97,3.33,3.706666667,3.193333333,3.2,3.946666667,2.693333333,2.414,3.19,3.833333333,2.986666667,3.52,2.5175,3.361666667,2.435,4.2775,3.645,3.113333333,2.3625,1.296666667,2.7325,2.415,3.893333333,2.844,2.68,1.8175,3.22,3.313333333,3.525,3.47,4.353333333,3.31,4.226666667,3.8075,3.635,4.046666667,4.0625,3.23,3.97,3.596666667,1.53,2.666666667,3.096666667,2.603333333,3.536666667,4.023333333,2.28,4.436666667,3.22,4.683333333,2.77,3.243333333,0.433333333,5.926666667,2.226666667,0.966666667,1.44,1.12,3.963333333,2.943333333,2.61,1.893333333,2.973333333,3.98,7.073333333,0.973333333,4.343333333,0.913333333,4.066666667,3.673333333,1.5025
306.708,1.823333333,2.62,3.91,3.356666667,3.716666667,3.243333333,3.25,3.976666667,2.756666667,2.4,3.19,3.853333333,3.013333333,3.525,2.5425,3.373333333,2.4375,4.28,3.671666667,3.136666667,2.365,1.326666667,2.7375,2.4225,3.886666667,2.864,2.696666667,1.8275,3.293333333,3.343333333,3.54,3.53,4.413333333,3.28,4.193333333,3.765,3.5775,3.966666667,4.0275,3.295,3.983333333,3.67,1.53,2.666666667,3.096666667,2.583333333,3.55,4.006666667,2.29,4.41,3.2,4.656666667,2.77,3.233333333,0.42,5.94,2.206666667,0.956666667,1.426666667,1.106666667,3.966666667,2.98,2.596666667,1.89,2.963333333,3.983333333,7.06,0.95,4.3,0.893333333,4.04,3.66,1.5075
307.079,1.833333333,2.613333333,3.903333333,3.333333333,3.7,3.213333333,3.226666667,3.933333333,2.726666667,2.384,3.186666667,3.8,3.023333333,3.5075,2.5175,3.331666667,2.44,4.27,3.653333333,3.126666667,2.365,1.336666667,2.76,2.435,3.88,2.884,2.72,1.82,3.296666667,3.323333333,3.515,3.54,4.396666667,3.28,4.223333333,3.735,3.585,3.96,4.025,3.26,3.96,3.653333333,1.55,2.666666667,3.093333333,2.57,3.543333333,4.003333333,2.306666667,4.41,3.206666667,4.66,2.776666667,3.24,0.42,5.936666667,2.22,0.956666667,1.436666667,1.113333333,3.963333333,2.993333333,2.636666667,1.916666667,2.973333333,4,7.09,0.953333333,4.296666667,0.89,4.063333333,3.633333333,1.5325
307.45,1.833333333,2.59,3.863333333,3.306666667,3.69,3.206666667,3.223333333,3.913333333,2.72,2.368,3.183333333,3.77,2.983333333,3.5,2.48,3.315,2.435,4.255,3.628333333,3.123333333,2.3475,1.32,2.76,2.41,3.83,2.872,2.716666667,1.8175,3.316666667,3.33,3.485,3.565,4.41,3.3,4.223333333,3.745,3.6075,3.97,4.02,3.265,3.953333333,3.623333333,1.55,2.69,3.096666667,2.603333333,3.57,4.023333333,2.33,4.413333333,3.213333333,4.676666667,2.796666667,3.24,0.456666667,5.953333333,2.24,0.973333333,1.47,1.166666667,3.956666667,3.05,2.663333333,1.97,2.986666667,4.02,7.123333333,0.96,4.32,0.886666667,4.096666667,3.673333333,1.57
307.82,1.84,2.603333333,3.86,3.313333333,3.686666667,3.216666667,3.243333333,3.953333333,2.7,2.404,3.22,3.79,3.01,3.515,2.4775,3.326666667,2.465,4.2825,3.613333333,3.156666667,2.3725,1.326666667,2.755,2.4025,3.82,2.862,2.71,1.835,3.33,3.333333333,3.485,3.6,4.4,3.286666667,4.23,3.74,3.6275,3.906666667,3.9975,3.235,3.933333333,3.626666667,1.59,2.716666667,3.103333333,2.626666667,3.59,4.046666667,2.333333333,4.43,3.223333333,4.696666667,2.806666667,3.246666667,0.496666667,5.966666667,2.256666667,0.996666667,1.49,1.18,3.96,3.063333333,2.736666667,1.98,3.01,4.026666667,7.14,0.966666667,4.37,0.9,4.11,3.7,1.595
308.191,1.873333333,2.616666667,3.833333333,3.323333333,3.7,3.23,3.226666667,3.986666667,2.693333333,2.394,3.213333333,3.783333333,3.016666667,3.5125,2.4675,3.328333333,2.4425,4.285,3.595,3.163333333,2.3875,1.346666667,2.78,2.435,3.846666667,2.878,2.736666667,1.855,3.34,3.33,3.5,3.59,4.376666667,3.303333333,4.22,3.7375,3.645,3.886666667,3.97,3.225,3.926666667,3.606666667,1.61,2.74,3.13,2.653333333,3.616666667,4.073333333,2.356666667,4.44,3.256666667,4.706666667,2.82,3.26,0.53,5.983333333,2.263333333,1.026666667,1.503333333,1.233333333,3.943333333,3.093333333,2.75,1.993333333,3.056666667,4.05,7.18,1.003333333,4.39,0.933333333,4.15,3.706666667,1.6425
308.561,1.856666667,2.63,3.826666667,3.296666667,3.7,3.196666667,3.2,3.956666667,2.683333333,2.394,3.186666667,3.81,3.016666667,3.515,2.4625,3.346666667,2.445,4.28,3.59,3.186666667,2.3325,1.333333333,2.7275,2.385,3.786666667,2.818,2.713333333,1.82,3.32,3.293333333,3.46,3.545,4.326666667,3.313333333,4.21,3.7325,3.615,3.783333333,3.9225,3.185,3.88,3.543333333,1.57,2.73,3.113333333,2.653333333,3.61,4.05,2.346666667,4.423333333,3.25,4.696666667,2.8,3.26,0.51,5.96,2.26,1.016666667,1.48,1.223333333,3.906666667,3.06,2.72,1.956666667,3.05,4.046666667,7.126666667,1,4.343333333,0.92,4.103333333,3.64,1.605
308.932,1.853333333,2.61,3.843333333,3.17,3.59,3.073333333,3.113333333,3.86,2.596666667,2.404,3.183333333,3.806666667,3.076666667,3.5375,2.49,3.341666667,2.475,4.2825,3.598333333,3.186666667,2.37,1.42,2.7775,2.4425,3.846666667,2.888,2.78,1.8775,3.216666667,3.196666667,3.36,3.425,4.196666667,3.296666667,4.17,3.67,3.605,3.756666667,3.875,3.075,3.79,3.453333333,1.62,2.77,3.116666667,2.686666667,3.636666667,4.066666667,2.393333333,4.433333333,3.27,4.74,2.82,3.293333333,0.55,5.986666667,2.29,1.03,1.51,1.283333333,3.946666667,3.116666667,2.756666667,1.99,3.113333333,4.06,7.13,1.026666667,4.383333333,0.966666667,4.166666667,3.703333333,1.6475
309.302,1.906666667,2.61,3.823333333,3.156666667,3.583333333,3.06,3.103333333,3.833333333,2.553333333,2.434,3.236666667,3.85,3.093333333,3.5575,2.52,3.365,2.51,4.3025,3.618333333,3.22,2.4175,1.463333333,2.82,2.475,3.856666667,2.902,2.833333333,1.9125,3.22,3.18,3.325,3.415,4.17,3.306666667,4.166666667,3.6725,3.605,3.706666667,3.855,3.055,3.773333333,3.423333333,1.64,2.786666667,3.116666667,2.7,3.623333333,4.08,2.396666667,4.45,3.286666667,4.753333333,2.833333333,3.3,0.546666667,6.013333333,2.3,1.036666667,1.513333333,1.296666667,3.96,3.116666667,2.78,2.003333333,3.136666667,4.086666667,7.143333333,1.04,4.396666667,0.996666667,4.18,3.733333333,1.6475
309.673,1.916666667,2.583333333,3.803333333,3.106666667,3.53,3.02,3.086666667,3.78,2.503333333,2.406,3.19,3.836666667,3.036666667,3.54,2.49,3.345,2.4875,4.2875,3.573333333,3.19,2.465,1.506666667,2.865,2.505,3.883333333,2.93,2.84,1.94,3.173333333,3.133333333,3.27,3.36,4.12,3.316666667,4.113333333,3.66,3.5875,3.663333333,3.83,2.99,3.686666667,3.396666667,1.64,2.793333333,3.14,2.703333333,3.63,4.093333333,2.42,4.436666667,3.296666667,4.773333333,2.836666667,3.316666667,0.563333333,6.023333333,2.296666667,1.04,1.52,1.346666667,3.98,3.14,2.78,2.02,3.13,4.093333333,7.146666667,1.046666667,4.386666667,1.033333333,4.186666667,3.766666667,1.6525
310.043,1.933333333,2.613333333,3.836666667,3.116666667,3.54,3.02,3.11,3.753333333,2.486666667,2.366,3.153333333,3.816666667,2.996666667,3.5025,2.4725,3.323333333,2.4675,4.2525,3.546666667,3.146666667,2.535,1.57,2.8975,2.5325,3.92,2.984,2.883333333,1.9825,3.193333333,3.14,3.23,3.325,4.08,3.34,4.11,3.695,3.59,3.663333333,3.855,2.96,3.696666667,3.353333333,1.6,2.79,3.106666667,2.663333333,3.616666667,4.086666667,2.373333333,4.433333333,3.266666667,4.763333333,2.8,3.283333333,0.546666667,5.993333333,2.263333333,1.023333333,1.473333333,1.293333333,3.936666667,3.086666667,2.703333333,1.973333333,3.073333333,4.036666667,7.09,1,4.326666667,0.973333333,4.153333333,3.736666667,1.6225
310.414,1.936666667,2.64,3.843333333,3.093333333,3.52,2.976666667,3.086666667,3.723333333,2.493333333,2.35,3.113333333,3.78,2.973333333,3.4475,2.4325,3.295,2.44,4.2025,3.528333333,3.12,2.5175,1.576666667,2.885,2.5325,3.886666667,2.982,2.84,1.965,3.19,3.12,3.205,3.255,4.046666667,3.33,4.126666667,3.685,3.59,3.64,3.8425,2.935,3.69,3.336666667,1.65,2.81,3.133333333,2.673333333,3.61,4.106666667,2.403333333,4.446666667,3.28,4.783333333,2.806666667,3.286666667,0.563333333,6,2.293333333,1.033333333,1.506666667,1.306666667,3.956666667,3.116666667,2.716666667,1.976666667,3.08,4.036666667,7.08,1.006666667,4.303333333,1.01,4.13,3.74,1.6625
310.784,1.95,2.64,3.826666667,3.066666667,3.503333333,2.956666667,3.06,3.726666667,2.496666667,2.316,3.1,3.766666667,2.97,3.4025,2.4,3.258333333,2.395,4.15,3.511666667,3.103333333,2.5075,1.55,2.885,2.52,3.876666667,2.988,2.84,1.965,3.17,3.116666667,3.175,3.225,4.01,3.323333333,4.093333333,3.6225,3.5375,3.606666667,3.7975,2.895,3.646666667,3.34,1.65,2.816666667,3.14,2.673333333,3.59,4.1,2.416666667,4.46,3.28,4.783333333,2.803333333,3.273333333,0.566666667,6,2.32,1.036666667,1.486666667,1.296666667,3.966666667,3.126666667,2.69,1.993333333,3.076666667,4.046666667,7.056666667,1.02,4.286666667,1.013333333,4.116666667,3.746666667,1.6875
311.154,1.963333333,2.643333333,3.776666667,3.09,3.526666667,2.973333333,3.093333333,3.726666667,2.533333333,2.284,3.066666667,3.76,2.963333333,3.405,2.375,3.228333333,2.375,4.135,3.491666667,3.103333333,2.56,1.583333333,2.9375,2.57,3.93,3.044,2.876666667,2.0025,3.226666667,3.146666667,3.205,3.21,4.043333333,3.286666667,4.076666667,3.65,3.5225,3.583333333,3.7825,2.965,3.62,3.34,1.64,2.816666667,3.14,2.67,3.6,4.106666667,2.43,4.463333333,3.28,4.78,2.786666667,3.283333333,0.563333333,6,2.32,1.03,1.48,1.27,3.97,3.123333333,2.703333333,2.02,3.043333333,4.04,7.043333333,1.013333333,4.28,1.043333333,4.113333333,3.74,1.7075
311.525,1.97,2.646666667,3.816666667,3.076666667,3.523333333,2.996666667,3.126666667,3.693333333,2.536666667,2.238,3.006666667,3.696666667,2.91,3.34,2.3175,3.186666667,2.345,4.1175,3.453333333,3.056666667,2.5775,1.583333333,2.9275,2.5625,3.94,3.024,2.856666667,1.9825,3.256666667,3.13,3.155,3.2,4.036666667,3.246666667,4.02,3.62,3.5075,3.563333333,3.725,3,3.633333333,3.35,1.63,2.806666667,3.14,2.666666667,3.59,4.093333333,2.433333333,4.46,3.276666667,4.766666667,2.78,3.276666667,0.573333333,5.976666667,2.323333333,1.023333333,1.493333333,1.29,3.956666667,3.133333333,2.72,2.026666667,3.033333333,4.016666667,7.03,1,4.253333333,1.023333333,4.12,3.76,1.695
311.895,1.986666667,2.626666667,3.793333333,3.076666667,3.516666667,2.993333333,3.11,3.646666667,2.526666667,2.224,2.996666667,3.696666667,2.886666667,3.3375,2.325,3.163333333,2.35,4.11,3.446666667,3.043333333,2.5675,1.57,2.915,2.565,3.943333333,3.018,2.856666667,1.97,3.27,3.113333333,3.17,3.18,4.006666667,3.26,4.013333333,3.6075,3.515,3.553333333,3.715,2.97,3.576666667,3.346666667,1.65,2.796666667,3.13,2.656666667,3.593333333,4.083333333,2.413333333,4.46,3.263333333,4.733333333,2.78,3.256666667,0.58,5.963333333,2.323333333,1.03,1.476666667,1.26,3.946666667,3.15,2.733333333,2.05,3.02,3.986666667,7.033333333,1.006666667,4.276666667,1.023333333,4.08,3.74,1.6725
312.265,1.933333333,2.636666667,3.823333333,3.023333333,3.493333333,2.956666667,3.086666667,3.616666667,2.5,2.19,2.973333333,3.68,2.836666667,3.295,2.27,3.125,2.3125,4.0475,3.41,2.986666667,2.57,1.563333333,2.9025,2.5975,3.916666667,3.002,2.853333333,1.9775,3.203333333,3.086666667,3.17,3.16,3.976666667,3.226666667,3.996666667,3.565,3.445,3.486666667,3.6625,2.945,3.556666667,3.32,1.72,2.813333333,3.166666667,2.666666667,3.606666667,4.106666667,2.433333333,4.463333333,3.273333333,4.743333333,2.8,3.286666667,0.61,5.99,2.36,1.05,1.483333333,1.316666667,3.983333333,3.176666667,2.756666667,2.103333333,3.046666667,3.98,7.036666667,1.043333333,4.306666667,1.05,4.093333333,3.79,1.7125
312.635,1.936666667,2.656666667,3.853333333,3.023333333,3.506666667,2.946666667,3.073333333,3.583333333,2.493333333,2.124,2.91,3.626666667,2.79,3.23,2.2325,3.058333333,2.2475,4.0175,3.361666667,2.933333333,2.545,1.543333333,2.895,2.59,3.913333333,2.984,2.856666667,1.9625,3.186666667,3.103333333,3.14,3.14,3.97,3.21,3.99,3.545,3.395,3.436666667,3.5975,2.925,3.536666667,3.333333333,1.73,2.833333333,3.196666667,2.666666667,3.62,4.11,2.43,4.47,3.276666667,4.743333333,2.826666667,3.286666667,0.616666667,5.996666667,2.376666667,1.043333333,1.503333333,1.293333333,3.98,3.19,2.766666667,2.113333333,3.04,3.96,7,1.02,4.316666667,1.053333333,4.09,3.816666667,1.685
313.006,1.95,2.63,3.816666667,3.016666667,3.503333333,2.943333333,3.066666667,3.58,2.493333333,2.146,2.976666667,3.623333333,2.816666667,3.25,2.25,3.07,2.25,4.0175,3.365,2.936666667,2.5225,1.516666667,2.8575,2.555,3.856666667,2.94,2.793333333,1.9175,3.193333333,3.123333333,3.155,3.14,3.956666667,3.153333333,3.946666667,3.48,3.3525,3.373333333,3.54,2.905,3.546666667,3.35,1.73,2.843333333,3.2,2.666666667,3.63,4.1,2.436666667,4.496666667,3.293333333,4.746666667,2.84,3.293333333,0.633333333,6,2.363333333,1.046666667,1.53,1.28,3.98,3.2,2.77,2.11,3.03,3.93,7.026666667,1.03,4.31,1.046666667,4.09,3.793333333,1.6725
